pID,DAP,DaysOfYear,Height-Diff,GrowthRate-Diff,Precipitation,Humidity,SolarRadiation,Temperature,GDD,CGDD
3040.0,80.0,224.0,0.218083822,0.011042834,10.09,78.21,33.08,67.892,18.639,1784.691
3041.0,1.0,145.0,0.001941703,0.091138049,3.1,64.91,29.65,60.458,13.122,13.122
3042.0,2.0,146.0,0.00273854,0.068653565,3.22,59.76,28.76,60.08,12.141,25.263
3043.0,3.0,147.0,0.003323868,0.048890144,3.75,64.47,28.98,57.344,8.208,33.471
3044.0,4.0,148.0,0.003726253,0.03209726,0.39,46.44,27.61,61.772,12.537,46.008
3045.0,5.0,149.0,0.003976255,0.018435364,0.03,42.16,26.71,64.004,13.995,60.003
3046.0,6.0,150.0,0.004105755,0.008010311,0.0,37.94,26.43,64.4,14.85,74.853
3047.0,7.0,151.0,0.004147456,0.000882025,0.78,53.75,28.91,66.884,16.146,90.999
3048.0,8.0,152.0,0.004134444,-0.002932963,0.63,57.73,29.94,70.412,20.331,111.33
3049.0,9.0,153.0,0.004099759,-0.003460676,5.11,56.41,31.05,72.05,21.393,132.723
3050.0,10.0,154.0,0.004075966,-0.000769135,4.61,75.24,32.13,65.894,16.335,149.058
3051.0,11.0,155.0,0.004094747,0.005032464,0.0,54.42,29.86,71.222,19.944,169.002
3052.0,12.0,156.0,0.00418649,0.013795064,0.31,47.26,30.72,73.868,22.365,191.367
3053.0,13.0,157.0,0.004379899,0.02533164,0.32,55.24,32.22,70.556,20.97,212.337
3054.0,14.0,158.0,0.004701631,0.039419682,4.7,67.12,32.46,69.674,18.783,231.12
3055.0,15.0,159.0,0.005175951,0.055804216,0.26,61.87,31.5,72.356,21.96,253.08
3056.0,16.0,160.0,0.005824427,0.074201329,0.0,51.96,31.56,76.91,22.923,276.003
3057.0,17.0,161.0,0.006665659,0.094302078,0.0,42.14,31.14,77.81,24.849,300.852
3058.0,18.0,162.0,0.00771505,0.11577673,0.36,51.84,33.5,77.612,25.272,326.124
3059.0,19.0,163.0,0.00898462,0.138279196,0.01,52.87,32.57,79.394,25.965,352.089
3060.0,20.0,164.0,0.010482868,0.161451598,0.0,28.85,28.52,75.2,23.877,375.966
3061.0,21.0,165.0,0.012214669,0.184928843,0.0,28.63,27.88,74.318,21.951,397.917
3062.0,22.0,166.0,0.014181234,0.208343132,0.0,24.64,29.99,77.378,22.653,420.57
3063.0,23.0,167.0,0.016380101,0.23132832,0.0,28.68,32.3,80.96,24.228,444.798
3064.0,24.0,168.0,0.018805168,0.253524042,0.13,45.91,33.36,71.402,22.41,467.208
3065.0,25.0,169.0,0.021446779,0.274579562,0.0,32.74,31.28,71.636,20.169,487.377
3066.0,26.0,170.0,0.024291832,0.294157288,0.01,35.48,31.66,73.976,23.364,510.741
3067.0,27.0,171.0,0.027323926,0.3119359,0.01,35.95,32.59,81.716,23.526,534.267
3068.0,28.0,172.0,0.030523542,0.327613093,0.02,32.47,33.54,87.44,28.305,562.572
3069.0,29.0,173.0,0.033868244,0.340907893,2.75,38.1,32.19,79.466,25.389,587.961
3070.0,30.0,174.0,0.037332897,0.351562552,0.47,40.06,29.14,65.768,16.713,604.674
3071.0,31.0,175.0,0.040889915,0.359344024,0.45,35.56,30.99,67.856,16.182,620.856
3072.0,32.0,176.0,0.044509506,0.364045027,1.78,55.96,29.87,63.338,13.464,634.32
3073.0,33.0,177.0,0.048159941,0.365484722,0.14,46.42,30.05,70.754,21.069,655.389
3074.0,34.0,178.0,0.051807813,0.363509014,1.88,45.61,32.45,76.46,21.456,676.845
3075.0,35.0,179.0,0.055418309,0.357990519,1.34,41.6,31.52,76.856,24.03,700.875
3076.0,36.0,180.0,0.058955475,0.348828217,1.6,39.08,31.14,74.858,23.571,724.446
3077.0,37.0,181.0,0.062382474,0.335946832,1.44,44.7,30.79,68.198,16.938,741.384
3078.0,38.0,182.0,0.065661844,0.319295969,0.0,38.01,30.8,76.1,22.014,763.398
3079.0,39.0,183.0,0.068755737,0.29884904,3.14,42.44,34.05,81.356,25.083,788.481
3080.0,40.0,184.0,0.071626155,0.274602025,2.56,49.16,33.27,76.676,25.245,813.726
3081.0,41.0,185.0,0.074235166,0.246572085,3.06,48.73,31.81,78.206,23.805,837.531
3082.0,42.0,186.0,0.076545108,0.214796074,0.18,39.74,32.64,82.778,26.1,863.631
3083.0,43.0,187.0,0.078518782,0.179328971,2.4,35.85,33.38,85.784,27.864,891.495
3084.0,44.0,188.0,0.08011962,0.140242261,4.32,45.05,33.08,77.864,27.054,918.549
3085.0,45.0,189.0,0.081311848,0.097622294,0.43,40.5,33.43,80.528,25.857,944.406
3086.0,46.0,190.0,0.082060619,0.051568637,0.0,30.3,32.26,85.208,25.569,969.975
3087.0,47.0,191.0,0.082332145,0.002192454,2.66,32.26,35.49,86.738,28.332,998.307
3088.0,48.0,192.0,0.082093796,-0.05038509,1.62,44.8,36.58,84.47,29.799,1028.106
3089.0,49.0,193.0,0.081314203,-0.106034359,2.46,48.75,35.91,77.792,27.378,1055.484
3090.0,50.0,194.0,0.079963325,-0.16461872,0.13,50.61,33.5,76.244,26.208,1081.692
3091.0,51.0,195.0,0.078012519,-0.225995902,0.0,47.6,32.02,79.034,25.029,1106.721
3092.0,52.0,196.0,0.075434586,-0.290019229,0.09,52.47,32.69,78.998,26.532,1133.253
3093.0,53.0,197.0,0.072203814,-0.356538587,0.06,51.18,32.56,79.232,26.649,1159.902
3094.0,54.0,198.0,0.068296004,-0.425400893,0.46,51.81,34.27,82.742,27.81,1187.712
3095.0,55.0,199.0,0.063688508,-0.496449418,0.24,47.95,34.42,83.786,27.837,1215.549
3096.0,56.0,200.0,0.058360272,-0.569520453,1.3,41.37,36.18,88.052,28.548,1244.097
3097.0,57.0,201.0,0.052291954,-0.644433695,0.08,41.94,34.94,85.154,28.476,1272.573
3098.0,58.0,202.0,0.045466185,-0.720967891,1.4,35.31,35.56,88.466,30.123,1302.696
3099.0,59.0,203.0,0.037868238,-0.798802177,0.15,41.61,34.66,80.492,28.44,1331.136
3100.0,60.0,204.0,0.02948761,-0.877378873,0.0,30.42,32.16,82.778,25.776,1356.912
3101.0,61.0,205.0,0.020321751,-0.95558963,1.98,33.12,32.81,84.686,27.531,1384.443
3102.0,62.0,206.0,0.010384618,-1.031074057,0.89,36.16,35.39,88.43,29.988,1414.431
3103.0,63.0,207.0,-0.00027416,-1.098702329,1.12,57.25,36.8,77.99,27.81,1442.241
3104.0,64.0,208.0,-0.011527807,-1.147472071,14.79,52.61,34.81,74.498,24.705,1466.946
3105.0,65.0,209.0,-0.023087859,-1.154870237,3.8,60.73,35.51,76.064,25.785,1492.731
3106.0,66.0,210.0,-0.034351475,-1.079375842,6.43,64.68,34.44,75.704,26.001,1518.732
3107.0,67.0,211.0,-0.044195478,-0.860096129,8.3,71.33,35.14,73.706,23.616,1542.348
3108.0,68.0,212.0,-0.05090467,-0.449319719,0.85,58.69,32.34,75.074,24.165,1566.513
3109.0,69.0,213.0,-0.052665874,0.111698971,0.79,51.87,30.74,76.01,24.354,1590.867
3110.0,70.0,214.0,-0.048679319,0.670639348,7.74,60.54,32.44,73.31,22.932,1613.799
3111.0,71.0,215.0,-0.039746247,1.086164203,0.79,54.75,30.65,64.4,15.345,1629.144
3112.0,72.0,216.0,-0.027538605,1.329401516,1.78,58.07,31.78,67.208,16.155,1645.299
3113.0,73.0,217.0,-0.013582469,1.445382819,2.74,62.17,31.98,70.466,20.466,1665.765
3114.0,74.0,218.0,0.001121579,1.486465993,5.07,68.35,31.79,67.514,18.657,1684.422
3115.0,75.0,219.0,0.016017068,1.488082161,7.17,70.53,31.71,65.318,16.065,1700.487
3116.0,76.0,220.0,0.030818523,1.469977545,3.04,64.85,33.14,66.794,16.515,1717.002
3117.0,77.0,221.0,0.045385242,1.442298113,0.14,58.33,31.5,71.024,20.691,1737.693
3118.0,78.0,222.0,0.059649673,1.4100946,8.02,75.29,32.07,63.644,12.573,1750.266
3119.0,79.0,223.0,0.073580505,1.375862965,0.4,53.94,29.79,66.416,15.786,1766.052
3120.0,80.0,224.0,0.087164374,1.340844764,10.09,78.21,33.08,67.892,18.639,1784.691
3121.0,1.0,145.0,-0.001035038,-0.020974023,3.1,64.91,29.65,60.458,13.122,13.122
3122.0,2.0,146.0,-0.001369556,-0.046109214,3.22,59.76,28.76,60.08,12.141,25.263
3123.0,3.0,147.0,-0.001957352,-0.071332287,3.75,64.47,28.98,57.344,8.208,33.471
3124.0,4.0,148.0,-0.002792162,-0.095358962,0.39,46.44,27.61,61.772,12.537,46.008
3125.0,5.0,149.0,-0.003858059,-0.117451333,0.03,42.16,26.71,64.004,13.995,60.003
3126.0,6.0,150.0,-0.005133062,-0.137109894,0.0,37.94,26.43,64.4,14.85,74.853
3127.0,7.0,151.0,-0.006590921,-0.153970497,0.78,53.75,28.91,66.884,16.146,90.999
3128.0,8.0,152.0,-0.008202226,-0.167759615,0.63,57.73,29.94,70.412,20.331,111.33
3129.0,9.0,153.0,-0.009935185,-0.178272265,5.11,56.41,31.05,72.05,21.393,132.723
3130.0,10.0,154.0,-0.011756251,-0.185360457,4.61,75.24,32.13,65.894,16.335,149.058
3131.0,11.0,155.0,-0.013630651,-0.188927124,0.0,54.42,29.86,71.222,19.944,169.002
3132.0,12.0,156.0,-0.015522886,-0.188923098,0.31,47.26,30.72,73.868,22.365,191.367
3133.0,13.0,157.0,-0.017397197,-0.185345845,0.32,55.24,32.22,70.556,20.97,212.337
3134.0,14.0,158.0,-0.019218033,-0.178239181,4.7,67.12,32.46,69.674,18.783,231.12
3135.0,15.0,159.0,-0.020950512,-0.167693462,0.26,61.87,31.5,72.356,21.96,253.08
3136.0,16.0,160.0,-0.022560891,-0.153845911,0.0,51.96,31.56,76.91,22.923,276.003
3137.0,17.0,161.0,-0.024017033,-0.136880792,0.0,42.14,31.14,77.81,24.849,300.852
3138.0,18.0,162.0,-0.02528888,-0.117029256,0.36,51.84,33.5,77.612,25.272,326.124
3139.0,19.0,163.0,-0.026348916,-0.094568655,0.01,52.87,32.57,79.394,25.965,352.089
3140.0,20.0,164.0,-0.027172625,-0.069821223,0.0,28.85,28.52,75.2,23.877,375.966
3141.0,21.0,165.0,-0.02773893,-0.043151999,0.0,28.63,27.88,74.318,21.951,397.917
3142.0,22.0,166.0,-0.028030605,-0.01496594,0.0,24.64,29.99,77.378,22.653,420.57
3143.0,23.0,167.0,-0.02803466,0.014295822,0.0,28.68,32.3,80.96,24.228,444.798
3144.0,24.0,168.0,-0.027742676,0.044160583,0.13,45.91,33.36,71.402,22.41,467.208
3145.0,25.0,169.0,-0.027151099,0.074129474,0.0,32.74,31.28,71.636,20.169,487.377
3146.0,26.0,170.0,-0.026261467,0.103683636,0.01,35.48,31.66,73.976,23.364,510.741
3147.0,27.0,171.0,-0.025080581,0.132291022,0.01,35.95,32.59,81.716,23.526,534.267
3148.0,28.0,172.0,-0.023620596,0.159413715,0.02,32.47,33.54,87.44,28.305,562.572
3149.0,29.0,173.0,-0.021899044,0.184515583,2.75,38.1,32.19,79.466,25.389,587.961
3150.0,30.0,174.0,-0.019938778,0.207070096,0.47,40.06,29.14,65.768,16.713,604.674
3151.0,31.0,175.0,-0.017767833,0.226568094,0.45,35.56,30.99,67.856,16.182,620.856
3152.0,32.0,176.0,-0.015419222,0.242525318,1.78,55.96,29.87,63.338,13.464,634.32
3153.0,33.0,177.0,-0.012930641,0.254489488,0.14,46.42,30.05,70.754,21.069,655.389
3154.0,34.0,178.0,-0.010344127,0.262046751,1.88,45.61,32.45,76.46,21.456,676.845
3155.0,35.0,179.0,-0.007705634,0.264827333,1.34,41.6,31.52,76.856,24.03,700.875
3156.0,36.0,180.0,-0.005064578,0.262510252,1.6,39.08,31.14,74.858,23.571,724.446
3157.0,37.0,181.0,-0.002473322,0.254826997,1.44,44.7,30.79,68.198,16.938,741.384
3158.0,38.0,182.0,1.34e-05,0.241564118,0.0,38.01,30.8,76.1,22.014,763.398
3159.0,39.0,183.0,0.002338832,0.222564715,3.14,42.44,34.05,81.356,25.083,788.481
3160.0,40.0,184.0,0.00444519,0.197728869,2.56,49.16,33.27,76.676,25.245,813.726
3161.0,41.0,185.0,0.006273803,0.167013118,3.06,48.73,31.81,78.206,23.805,837.531
3162.0,42.0,186.0,0.007765886,0.130429155,0.18,39.74,32.64,82.778,26.1,863.631
3163.0,43.0,187.0,0.008863037,0.088042017,2.4,35.85,33.38,85.784,27.864,891.495
3164.0,44.0,188.0,0.009507765,0.039968132,4.32,45.05,33.08,77.864,27.054,918.549
3165.0,45.0,189.0,0.009643992,-0.013626218,0.43,40.5,33.43,80.528,25.857,944.406
3166.0,46.0,190.0,0.009217552,-0.072525246,0.0,30.3,32.26,85.208,25.569,969.975
3167.0,47.0,191.0,0.00817669,-0.136461666,2.66,32.26,35.49,86.738,28.332,998.307
3168.0,48.0,192.0,0.006472603,-0.205110721,1.62,44.8,36.58,84.47,29.799,1028.106
3169.0,49.0,193.0,0.004060072,-0.278077772,2.46,48.75,35.91,77.792,27.378,1055.484
3170.0,50.0,194.0,0.000898263,-0.354875938,0.13,50.61,33.5,76.244,26.208,1081.692
3171.0,51.0,195.0,-0.003048182,-0.434888653,0.0,47.6,32.02,79.034,25.029,1106.721
3172.0,52.0,196.0,-0.00780757,-0.517309976,0.09,52.47,32.69,78.998,26.532,1133.253
3173.0,53.0,197.0,-0.013398833,-0.601052906,0.06,51.18,32.56,79.232,26.649,1159.902
3174.0,54.0,198.0,-0.019828087,-0.684613387,0.46,51.81,34.27,82.742,27.81,1187.712
3175.0,55.0,199.0,-0.027083538,-0.76587637,0.24,47.95,34.42,83.786,27.837,1215.549
3176.0,56.0,200.0,-0.035128127,-0.84185347,1.3,41.37,36.18,88.052,28.548,1244.097
3177.0,57.0,201.0,-0.043889199,-0.908356068,0.08,41.94,34.94,85.154,28.476,1272.573
3178.0,58.0,202.0,-0.053244741,-0.959644943,1.4,35.31,35.56,88.466,30.123,1302.696
3179.0,59.0,203.0,-0.063006434,-0.988174373,0.15,41.61,34.66,80.492,28.44,1331.136
3180.0,60.0,204.0,-0.072901585,-0.984675854,0.0,30.42,32.16,82.778,25.776,1356.912
3181.0,61.0,205.0,-0.082559179,-0.93897605,1.98,33.12,32.81,84.686,27.531,1384.443
3182.0,62.0,206.0,-0.091509661,-0.841984911,0.89,36.16,35.39,88.43,29.988,1414.431
3183.0,63.0,207.0,-0.099211169,-0.688955285,1.12,57.25,36.8,77.99,27.81,1442.241
3184.0,64.0,208.0,-0.105111759,-0.48317752,14.79,52.61,34.81,74.498,24.705,1466.946
3185.0,65.0,209.0,-0.108742665,-0.238084146,3.8,60.73,35.51,76.064,25.785,1492.731
3186.0,66.0,210.0,-0.109815097,0.024411549,6.43,64.68,34.44,75.704,26.001,1518.732
3187.0,67.0,211.0,-0.108279503,0.279529848,8.3,71.33,35.14,73.706,23.616,1542.348
3188.0,68.0,212.0,-0.104319473,0.506453207,0.85,58.69,32.34,75.074,24.165,1566.513
3189.0,69.0,213.0,-0.09828689,0.69274853,0.79,51.87,30.74,76.01,24.354,1590.867
3190.0,70.0,214.0,-0.090612566,0.834844583,7.74,60.54,32.44,73.31,22.932,1613.799
3191.0,71.0,215.0,-0.081727879,0.935686783,0.79,54.75,30.65,64.4,15.345,1629.144
3192.0,72.0,216.0,-0.072015249,1.001630023,1.78,58.07,31.78,67.208,16.155,1645.299
3193.0,73.0,217.0,-0.061787245,1.039962677,2.74,62.17,31.98,70.466,20.466,1665.765
3194.0,74.0,218.0,-0.051285327,1.057456444,5.07,68.35,31.79,67.514,18.657,1684.422
3195.0,75.0,219.0,-0.040688627,1.059755137,7.17,70.53,31.71,65.318,16.065,1700.487
3196.0,76.0,220.0,-0.030126047,1.051270006,3.04,64.85,33.14,66.794,16.515,1717.002
3197.0,77.0,221.0,-0.019688032,1.035313658,0.14,58.33,31.5,71.024,20.691,1737.693
3198.0,78.0,222.0,-0.00943652,1.014311155,8.02,75.29,32.07,63.644,12.573,1750.266
3199.0,79.0,223.0,0.000587248,0.990009122,0.4,53.94,29.79,66.416,15.786,1766.052
3200.0,80.0,224.0,0.010356854,0.963652427,10.09,78.21,33.08,67.892,18.639,1784.691
3201.0,1.0,145.0,0.027542772,0.176879466,3.1,64.91,29.65,60.458,13.122,13.122
3202.0,2.0,146.0,0.02912204,0.139206411,3.22,59.76,28.76,60.08,12.141,25.263
3203.0,3.0,147.0,0.030331503,0.102917196,3.75,64.47,28.98,57.344,8.208,33.471
3204.0,4.0,148.0,0.03118507,0.068034757,0.39,46.44,27.61,61.772,12.537,46.008
3205.0,5.0,149.0,0.031697069,0.034613991,0.03,42.16,26.71,64.004,13.995,60.003
3206.0,6.0,150.0,0.03188245,0.00272357,0.0,37.94,26.43,64.4,14.85,74.853
3207.0,7.0,151.0,0.031756897,-0.027559744,0.78,53.75,28.91,66.884,16.146,90.999
3208.0,8.0,152.0,0.031336886,-0.056153643,0.63,57.73,29.94,70.412,20.331,111.33
3209.0,9.0,153.0,0.030639743,-0.082971744,5.11,56.41,31.05,72.05,21.393,132.723
3210.0,10.0,154.0,0.029683669,-0.107924664,4.61,75.24,32.13,65.894,16.335,149.058
3211.0,11.0,155.0,0.028487771,-0.130920957,0.0,54.42,29.86,71.222,19.944,169.002
3212.0,12.0,156.0,0.02707208,-0.151868051,0.31,47.26,30.72,73.868,22.365,191.367
3213.0,13.0,157.0,0.02545755,-0.17067324,0.32,55.24,32.22,70.556,20.97,212.337
3214.0,14.0,158.0,0.023666061,-0.187244794,4.7,67.12,32.46,69.674,18.783,231.12
3215.0,15.0,159.0,0.021720399,-0.201493205,0.26,61.87,31.5,72.356,21.96,253.08
3216.0,16.0,160.0,0.019644228,-0.213332603,0.0,51.96,31.56,76.91,22.923,276.003
3217.0,17.0,161.0,0.017462046,-0.22268236,0.0,42.14,31.14,77.81,24.849,300.852
3218.0,18.0,162.0,0.015199125,-0.229468897,0.36,51.84,33.5,77.612,25.272,326.124
3219.0,19.0,163.0,0.012881429,-0.233627706,0.01,52.87,32.57,79.394,25.965,352.089
3220.0,20.0,164.0,0.010535509,-0.2351056,0.0,28.85,28.52,75.2,23.877,375.966
3221.0,21.0,165.0,0.008188386,-0.233863182,0.0,28.63,27.88,74.318,21.951,397.917
3222.0,22.0,166.0,0.005867392,-0.229877544,0.0,24.64,29.99,77.378,22.653,420.57
3223.0,23.0,167.0,0.003599993,-0.223145167,0.0,28.68,32.3,80.96,24.228,444.798
3224.0,24.0,168.0,0.001413584,-0.21368501,0.13,45.91,33.36,71.402,22.41,467.208
3225.0,25.0,169.0,-0.00066476,-0.201541747,0.0,32.74,31.28,71.636,20.169,487.377
3226.0,26.0,170.0,-0.00260855,-0.186789109,0.01,35.48,31.66,73.976,23.364,510.741
3227.0,27.0,171.0,-0.004392194,-0.169533262,0.01,35.95,32.59,81.716,23.526,534.267
3228.0,28.0,172.0,-0.00599134,-0.149916146,0.02,32.47,33.54,87.44,28.305,562.572
3229.0,29.0,173.0,-0.007383244,-0.128118679,2.75,38.1,32.19,79.466,25.389,587.961
3230.0,30.0,174.0,-0.008547183,-0.10436371,0.47,40.06,29.14,65.768,16.713,604.674
3231.0,31.0,175.0,-0.00946488,-0.078918591,0.45,35.56,30.99,67.856,16.182,620.856
3232.0,32.0,176.0,-0.010120962,-0.052097224,1.78,55.96,29.87,63.338,13.464,634.32
3233.0,33.0,177.0,-0.010503437,-0.024261429,0.14,46.42,30.05,70.754,21.069,655.389
3234.0,34.0,178.0,-0.010604172,0.004178535,1.88,45.61,32.45,76.46,21.456,676.845
3235.0,35.0,179.0,-0.010419375,0.032764449,1.34,41.6,31.52,76.856,24.03,700.875
3236.0,36.0,180.0,-0.009950073,0.060991789,1.6,39.08,31.14,74.858,23.571,724.446
3237.0,37.0,181.0,-0.009202556,0.088312669,1.44,44.7,30.79,68.198,16.938,741.384
3238.0,38.0,182.0,-0.008188794,0.114140207,0.0,38.01,30.8,76.1,22.014,763.398
3239.0,39.0,183.0,-0.006926794,0.137854377,3.14,42.44,34.05,81.356,25.083,788.481
3240.0,40.0,184.0,-0.005440901,0.158809365,2.56,49.16,33.27,76.676,25.245,813.726
3241.0,41.0,185.0,-0.003762012,0.176342403,3.06,48.73,31.81,78.206,23.805,837.531
3242.0,42.0,186.0,-0.001927692,0.189783967,0.18,39.74,32.64,82.778,26.1,863.631
3243.0,43.0,187.0,1.78e-05,0.198469172,2.4,35.85,33.38,85.784,27.864,891.495
3244.0,44.0,188.0,0.002023674,0.201750084,4.32,45.05,33.08,77.864,27.054,918.549
3245.0,45.0,189.0,0.004032733,0.199008664,0.43,40.5,33.43,80.528,25.857,944.406
3246.0,46.0,190.0,0.00598185,0.189669923,0.0,30.3,32.26,85.208,25.569,969.975
3247.0,47.0,191.0,0.007802403,0.173214889,2.66,32.26,35.49,86.738,28.332,998.307
3248.0,48.0,192.0,0.009420915,0.149192924,1.62,44.8,36.58,84.47,29.799,1028.106
3249.0,49.0,193.0,0.010759792,0.117232981,2.46,48.75,35.91,77.792,27.378,1055.484
3250.0,50.0,194.0,0.011738165,0.077053438,0.13,50.61,33.5,76.244,26.208,1081.692
3251.0,51.0,195.0,0.012272837,0.028470309,0.0,47.6,32.02,79.034,25.029,1106.721
3252.0,52.0,196.0,0.012279282,-0.028596141,0.09,52.47,32.69,78.998,26.532,1133.253
3253.0,53.0,197.0,0.011672724,-0.094115861,0.06,51.18,32.56,79.232,26.649,1159.902
3254.0,54.0,198.0,0.010369258,-0.167943323,0.46,51.81,34.27,82.742,27.81,1187.712
3255.0,55.0,199.0,0.008287048,-0.24980906,0.24,47.95,34.42,83.786,27.837,1215.549
3256.0,56.0,200.0,0.005347629,-0.339303505,1.3,41.37,36.18,88.052,28.548,1244.097
3257.0,57.0,201.0,0.001477465,-0.435844033,0.08,41.94,34.94,85.154,28.476,1272.573
3258.0,58.0,202.0,-0.003390039,-0.53860897,1.4,35.31,35.56,88.466,30.123,1302.696
3259.0,59.0,203.0,-0.009311566,-0.646409988,0.15,41.61,34.66,80.492,28.44,1331.136
3260.0,60.0,204.0,-0.016329159,-0.75745408,0.0,30.42,32.16,82.778,25.776,1356.912
3261.0,61.0,205.0,-0.024462229,-0.868915388,1.98,33.12,32.81,84.686,27.531,1384.443
3262.0,62.0,206.0,-0.033693858,-0.976197411,0.89,36.16,35.39,88.43,29.988,1414.431
3263.0,63.0,207.0,-0.043947559,-1.071739012,1.12,57.25,36.8,77.99,27.81,1442.241
3264.0,64.0,208.0,-0.055049404,-1.143285448,14.79,52.61,34.81,74.498,24.705,1466.946
3265.0,65.0,209.0,-0.066671156,-1.171934724,3.8,60.73,35.51,76.064,25.785,1492.731
3266.0,66.0,210.0,-0.078258022,-1.131410045,6.43,64.68,34.44,75.704,26.001,1518.732
3267.0,67.0,211.0,-0.088969143,-0.992118076,8.3,71.33,35.14,73.706,23.616,1542.348
3268.0,68.0,212.0,-0.097702931,-0.734675257,0.85,58.69,32.34,75.074,24.165,1566.513
3269.0,69.0,213.0,-0.103304139,-0.371254612,0.79,51.87,30.74,76.01,24.354,1590.867
3270.0,70.0,214.0,-0.104954755,0.04331097,7.74,60.54,32.44,73.31,22.932,1613.799
3271.0,71.0,215.0,-0.10252583,0.432217029,0.79,54.75,30.65,64.4,15.345,1629.144
3272.0,72.0,216.0,-0.096595592,0.737044462,1.78,58.07,31.78,67.208,16.155,1645.299
3273.0,73.0,217.0,-0.088130579,0.939242451,2.74,62.17,31.98,70.466,20.466,1665.765
3274.0,74.0,218.0,-0.078112983,1.051117401,5.07,68.35,31.79,67.514,18.657,1684.422
3275.0,75.0,219.0,-0.067329441,1.096552913,7.17,70.53,31.71,65.318,16.065,1700.487
3276.0,76.0,220.0,-0.05632717,1.098210013,3.04,64.85,33.14,66.794,16.515,1717.002
3277.0,77.0,221.0,-0.045453822,1.07310161,0.14,58.33,31.5,71.024,20.691,1737.693
3278.0,78.0,222.0,-0.034915849,1.032640652,8.02,75.29,32.07,63.644,12.573,1750.266
3279.0,79.0,223.0,-0.024827824,0.984043636,0.4,53.94,29.79,66.416,15.786,1766.052
3280.0,80.0,224.0,-0.015247175,0.931729507,10.09,78.21,33.08,67.892,18.639,1784.691
3281.0,1.0,145.0,-0.003358224,0.043980677,3.1,64.91,29.65,60.458,13.122,13.122
3282.0,2.0,146.0,-0.002788738,0.068595733,3.22,59.76,28.76,60.08,12.141,25.263
3283.0,3.0,147.0,-0.002005281,0.087381464,3.75,64.47,28.98,57.344,8.208,33.471
3284.0,4.0,148.0,-0.001052705,0.102653794,0.39,46.44,27.61,61.772,12.537,46.008
3285.0,5.0,149.0,3.96e-05,0.11544167,0.03,42.16,26.71,64.004,13.995,60.003
3286.0,6.0,150.0,0.001249798,0.126324078,0.0,37.94,26.43,64.4,14.85,74.853
3287.0,7.0,151.0,0.002560931,0.13567034,0.78,53.75,28.91,66.884,16.146,90.999
3288.0,8.0,152.0,0.003958942,0.14373548,0.63,57.73,29.94,70.412,20.331,111.33
3289.0,9.0,153.0,0.005431995,0.150705567,5.11,56.41,31.05,72.05,21.393,132.723
3290.0,10.0,154.0,0.006969878,0.156721984,4.61,75.24,32.13,65.894,16.335,149.058
3291.0,11.0,155.0,0.008563628,0.161895567,0.0,54.42,29.86,71.222,19.944,169.002
3292.0,12.0,156.0,0.010205278,0.166315386,0.31,47.26,30.72,73.868,22.365,191.367
3293.0,13.0,157.0,0.011887668,0.170054479,0.32,55.24,32.22,70.556,20.97,212.337
3294.0,14.0,158.0,0.013604303,0.17317375,4.7,67.12,32.46,69.674,18.783,231.12
3295.0,15.0,159.0,0.015349249,0.175724703,0.26,61.87,31.5,72.356,21.96,253.08
3296.0,16.0,160.0,0.01711705,0.177751429,0.0,51.96,31.56,76.91,22.923,276.003
3297.0,17.0,161.0,0.018902658,0.179292061,0.0,42.14,31.14,77.81,24.849,300.852
3298.0,18.0,162.0,0.020701382,0.180379888,0.36,51.84,33.5,77.612,25.272,326.124
3299.0,19.0,163.0,0.022508845,0.181044203,0.01,52.87,32.57,79.394,25.965,352.089
3300.0,20.0,164.0,0.024320942,0.181310965,0.0,28.85,28.52,75.2,23.877,375.966
3301.0,21.0,165.0,0.026133816,0.181203331,0.0,28.63,27.88,74.318,21.951,397.917
3302.0,22.0,166.0,0.02794383,0.18074207,0.0,24.64,29.99,77.378,22.653,420.57
3303.0,23.0,167.0,0.029747541,0.179945915,0.0,28.68,32.3,80.96,24.228,444.798
3304.0,24.0,168.0,0.031541688,0.178831835,0.13,45.91,33.36,71.402,22.41,467.208
3305.0,25.0,169.0,0.03332317,0.177415271,0.0,32.74,31.28,71.636,20.169,487.377
3306.0,26.0,170.0,0.035089033,0.175710328,0.01,35.48,31.66,73.976,23.364,510.741
3307.0,27.0,171.0,0.036836459,0.173729939,0.01,35.95,32.59,81.716,23.526,534.267
3308.0,28.0,172.0,0.038562753,0.171486,0.02,32.47,33.54,87.44,28.305,562.572
3309.0,29.0,173.0,0.040265337,0.168989489,2.75,38.1,32.19,79.466,25.389,587.961
3310.0,30.0,174.0,0.041941735,0.166250564,0.47,40.06,29.14,65.768,16.713,604.674
3311.0,31.0,175.0,0.043589571,0.163278651,0.45,35.56,30.99,67.856,16.182,620.856
3312.0,32.0,176.0,0.045206561,0.160082518,1.78,55.96,29.87,63.338,13.464,634.32
3313.0,33.0,177.0,0.046790502,0.156670341,0.14,46.42,30.05,70.754,21.069,655.389
3314.0,34.0,178.0,0.048339273,0.15304976,1.88,45.61,32.45,76.46,21.456,676.845
3315.0,35.0,179.0,0.049850826,0.149227927,1.34,41.6,31.52,76.856,24.03,700.875
3316.0,36.0,180.0,0.051323183,0.145211553,1.6,39.08,31.14,74.858,23.571,724.446
